company_id,name,sector,hiring_freeze_score,exec_departure_rate,news_negativity,review_sentiment,engagement_signals,client_churn,delays,collapsed
C0253,Cobalt Works 723,EdTech,0.6227,0.3736,0.7342,-0.5207,0.3541,0.4481,0.5529,1
C0254,Yama Technologies 196,HealthTech,0.2756,0.0644,0.3043,0.1875,0.9818,0.0000,0.0000,0
C0255,Zephyr Labs 44,Fintech,0.4923,0.2983,0.3149,0.4003,0.4537,0.0769,0.0632,0
C0256,Tara Digital 458,Logistics,0.4332,0.2241,0.6311,-0.1965,0.5972,0.2323,0.2412,1
C0257,Nimbus Works 449,Retail Tech,0.9060,0.3124,0.6681,-0.3806,0.2903,0.2881,0.4188,1
C0258,Yama Works 277,EdTech,0.2974,0.2780,0.0943,0.2799,0.6718,0.1392,0.1362,0
C0259,Yama Technologies 538,Mobility,0.3755,0.2689,0.4977,-0.1991,0.5338,0.2872,0.3805,0
C0260,Kaveri Networks 319,EdTech,0.6515,0.3183,0.4895,-0.1984,0.4947,0.0907,0.1592,1
C0261,Rudra Technologies 940,Logistics,0.2107,0.2369,0.2964,0.2956,0.4429,0.3014,0.2046,1
C0262,Ember Works 716,HealthTech,0.6470,0.3540,0.8607,-0.1081,0.3977,0.2464,0.0551,1
C0263,Wick Ventures 684,Fintech,0.0592,0.0054,0.1823,-0.1168,0.6636,0.1246,0.0754,0
C0264,Cobalt Technologies 790,HealthTech,0.5877,0.3187,0.3306,-0.2587,0.1930,0.2268,0.3477,1
C0265,Xenon Systems 429,SaaS,0.1365,0.0136,0.1588,0.0868,0.6720,0.1358,0.1918,0
C0266,Vega Technologies 406,Retail Tech,0.4411,0.1622,0.3913,0.0222,0.6720,0.2047,0.0581,0
C0267,Wick Works 80,EdTech,0.4197,0.4012,0.7078,-0.3650,0.4124,0.2491,0.5251,1
C0268,Yama Works 764,Logistics,0.2426,0.0797,0.1379,0.4775,0.7572,0.0000,0.0357,0
C0269,Prism Technologies 758,Retail Tech,0.3914,0.1977,0.4547,0.4688,0.7652,0.1832,0.1524,0
C0270,Meru Works 272,EdTech,0.2552,0.1622,0.1287,0.4179,1.0000,0.2130,0.0963,0
C0271,Umbra Works 992,Logistics,0.3548,0.1778,0.6158,-0.2447,0.5761,0.2303,0.2940,0
C0272,Nimbus Labs 486,Fintech,0.2459,0.1084,0.3830,0.9121,0.4790,0.0648,0.1252,1
C0273,Rudra Digital 583,HealthTech,0.2296,0.2558,0.2114,0.4162,0.7174,0.3046,0.2655,0
C0274,Sutra Analytics 916,Logistics,0.5652,0.5321,0.3618,-0.3165,0.2356,0.0786,0.2719,1
C0275,Xenon Networks 377,Retail Tech,0.4835,0.2034,0.2715,0.1589,0.6600,0.3145,0.2179,1
C0276,Zephyr Systems 924,SaaS,0.3827,0.1855,0.4136,0.0419,0.6940,0.1623,0.3250,0
C0277,Yama Labs 885,SaaS,0.9188,0.4111,0.7182,-0.5572,0.0644,0.3712,0.5447,1
C0278,Quanta Technologies 544,EdTech,0.3545,0.1444,0.4820,-0.1653,0.6744,0.1181,0.4663,1
C0279,Helix Networks 389,Logistics,0.4391,0.3419,0.3483,-0.1250,0.6200,0.0596,0.2571,0
C0280,Meru Technologies 423,Retail Tech,0.1165,0.0000,0.1924,0.5788,0.5559,0.0148,0.0916,0
C0281,Cobalt Networks 506,Logistics,0.3965,0.1816,0.4132,0.3781,0.5780,0.0323,0.2491,0
C0282,Cobalt Works 893,Retail Tech,0.8507,0.5127,0.9835,-0.2615,0.2076,0.2960,0.9799,1
C0283,Lumen Digital 409,Fintech,0.5877,0.3238,0.6124,-0.0576,0.4731,0.2014,0.3930,1
C0284,Orbit Labs 622,SaaS,0.4634,0.1969,0.6483,0.0243,0.5601,0.2579,0.3910,0
C0285,Zephyr Networks 303,EdTech,0.1101,0.0000,0.1785,0.9390,0.6181,0.1231,0.0000,0
C0286,Vega Technologies 97,Mobility,0.1769,0.1212,0.1699,0.1127,0.4293,0.2053,0.1077,0
C0287,Umbra Technologies 84,Retail Tech,0.4516,0.2401,0.4699,0.0624,0.7214,0.0297,0.0000,0
C0288,Gala Networks 209,D2C,0.3086,0.2474,0.3258,0.6834,0.5694,0.1271,0.2794,0
C0289,Helix Analytics 211,Retail Tech,0.8251,0.5635,0.7999,-0.4529,0.1739,0.3740,0.8088,1
C0290,Nimbus Digital 699,Fintech,0.1704,0.0000,0.0000,0.3863,0.9502,0.1502,0.0000,0
C0291,Ember Labs 873,HealthTech,0.5571,0.3857,0.4088,0.1126,0.4813,0.1841,0.3226,0
C0292,Sutra Digital 519,D2C,0.1956,0.0441,0.4789,0.3077,0.6452,0.2099,0.2453,0
C0293,Zephyr Digital 852,Logistics,0.0000,0.1156,0.2897,0.0994,0.7080,0.0825,0.0000,0
C0294,Tara Works 900,Fintech,0.1007,0.1211,0.4017,0.6640,0.6850,0.1524,0.0000,0
C0295,Prism Labs 621,EdTech,0.0000,0.0654,0.1002,0.3502,0.9809,0.1075,0.1309,0
C0296,Aster Labs 45,EdTech,0.0000,0.0000,0.0000,0.8271,0.9371,0.0000,0.2697,0
C0297,Gala Works 540,Logistics,0.3033,0.1140,0.5019,-0.0037,0.7944,0.0000,0.1824,0
C0298,Delta Digital 56,EdTech,0.1759,0.1118,0.2272,0.5980,0.7586,0.0516,0.0713,0
C0299,Kaveri Technologies 888,Retail Tech,0.2113,0.0591,0.0695,0.2271,0.7830,0.2581,0.2335,0
C0300,Helix Digital 948,SaaS,0.3970,0.4349,0.2726,-0.2734,0.6301,0.1661,0.3910,0
C0301,Vega Analytics 421,D2C,0.2901,0.1251,0.2157,0.2927,0.6566,0.0672,0.3137,0
C0302,Tara Technologies 386,EdTech,0.2567,0.1414,0.4771,0.8082,0.9272,0.0913,0.1638,0
C0303,Nimbus Digital 884,SaaS,0.7869,0.2782,0.6883,-0.3745,0.4480,0.3015,0.3891,1
C0304,Delta Analytics 410,Retail Tech,0.2681,0.1427,0.3024,0.4015,0.8704,0.0000,0.3202,0
C0305,Vega Networks 623,Mobility,0.0000,0.0594,0.1165,0.2260,0.7690,0.0789,0.0211,0
C0306,Prism Digital 804,D2C,0.8631,0.5141,0.9312,-0.0548,0.2659,0.3897,0.5250,1
C0307,Vega Labs 647,Retail Tech,0.3917,0.1084,0.2316,0.1283,0.4855,0.2039,0.3039,0
C0308,Fjord Networks 391,Fintech,0.7776,0.3608,0.4617,-0.7358,0.2403,0.2944,0.5874,1
C0309,Juno Labs 908,Mobility,0.3238,0.2908,0.5385,-0.2005,0.5618,0.3526,0.1803,1
C0310,Xenon Networks 368,EdTech,0.2257,0.2727,0.4480,0.3833,0.6573,0.1370,0.3345,0
C0311,Rudra Systems 101,Retail Tech,0.5737,0.1850,0.3637,0.3630,0.4367,0.3313,0.3801,0
C0312,Rudra Digital 214,Mobility,0.5248,0.1404,0.5594,0.0765,0.4604,0.0902,0.2713,1
C0313,Nimbus Systems 250,HealthTech,0.3575,0.3136,0.5537,0.2590,0.7359,0.2086,0.1762,0
C0314,Wick Analytics 574,EdTech,0.7270,0.3573,0.6607,-0.2297,0.1517,0.2651,0.3153,1
C0315,Xenon Systems 892,Logistics,0.6698,0.1829,0.4727,-0.3808,0.4068,0.3302,0.4631,1
C0316,Rudra Systems 275,Logistics,0.2969,0.0872,0.0000,0.3300,0.7104,0.0000,0.3223,0
C0317,Sutra Digital 602,EdTech,0.2917,0.0738,0.4175,0.2362,0.6782,0.0954,0.0675,0
C0318,Quanta Digital 474,Mobility,0.2548,0.3059,0.5112,-0.0950,0.5831,0.1131,0.3199,0
C0319,Cobalt Ventures 22,SaaS,0.2647,0.0736,0.5236,0.3819,0.6067,0.1173,0.1970,0
C0320,Cobalt Ventures 33,HealthTech,0.6191,0.2757,0.5711,-0.0055,0.6599,0.0134,0.3739,0
C0321,Tara Digital 964,EdTech,0.2342,0.1001,0.1763,0.3159,0.7698,0.0719,0.3052,0
C0322,Zephyr Technologies 7,SaaS,0.2908,0.0000,0.3286,0.3278,0.7167,0.0036,0.2866,0
C0323,Umbra Works 900,Retail Tech,0.5165,0.3686,0.3678,0.0660,0.7133,0.1673,0.3897,1
C0324,Bodhi Digital 884,Retail Tech,0.0780,0.0548,0.3722,0.1658,0.7550,0.1505,0.3753,0
C0325,Helix Works 975,Fintech,0.3286,0.3197,0.3096,0.4889,0.5565,0.1135,0.1571,0
C0326,Umbra Ventures 34,D2C,0.2773,0.1271,0.4149,-0.1208,0.4989,0.1707,0.1682,0
C0327,Umbra Labs 409,Mobility,0.5899,0.2699,0.5911,-0.1951,0.3598,0.4661,0.4627,1
C0328,Aster Labs 587,SaaS,0.2090,0.0000,0.3874,0.4601,0.7281,0.0163,0.1669,0
C0329,Fjord Works 263,D2C,0.4587,0.2408,0.5052,-0.4027,0.2890,0.3593,0.5347,0
C0330,Zephyr Networks 70,Mobility,0.2870,0.0683,0.2649,0.3282,0.7607,0.2302,0.2463,0
C0331,Indus Systems 226,EdTech,0.0602,0.0920,0.4610,0.0859,0.4911,0.0000,0.2577,0
C0332,Fjord Systems 583,Fintech,0.8352,0.6621,0.7087,-0.6721,0.0165,0.4596,0.3961,1
C0333,Ember Technologies 223,Mobility,0.0820,0.2025,0.0300,0.7534,0.8660,0.0000,0.0000,0
C0334,Lumen Technologies 380,D2C,0.0480,0.1820,0.6099,0.2991,0.7587,0.1195,0.2008,0
C0335,Meru Digital 311,D2C,0.2727,0.0310,0.2043,-0.0318,0.8930,0.0918,0.4387,0
C0336,Lumen Technologies 758,EdTech,0.6320,0.1614,0.6684,-0.1084,0.3635,0.3285,0.8488,1
C0337,Vega Networks 124,Mobility,0.3560,0.1416,0.1765,0.2873,0.5709,0.0000,0.2926,0
C0338,Zephyr Networks 802,HealthTech,0.6521,0.1868,0.2279,-0.0199,0.8534,0.3622,0.3812,1
C0339,Gala Systems 147,EdTech,0.4369,0.3131,0.9109,0.1744,0.5362,0.2582,0.1485,1
C0340,Aster Works 227,Mobility,0.3804,0.1393,0.5968,0.2982,0.4797,0.0530,0.0526,0
C0341,Prism Works 141,Fintech,0.4933,0.3678,0.5783,-0.5284,0.2436,0.4140,0.3551,1
C0342,Umbra Ventures 188,Logistics,0.6840,0.2439,0.3147,0.0057,0.4002,0.2622,0.5121,1
C0343,Sutra Ventures 142,Mobility,0.6516,0.2771,0.2421,0.3248,0.2112,0.2726,0.5773,1
C0344,Sutra Technologies 900,Mobility,0.5088,0.3591,0.5059,0.1582,0.4185,0.2499,0.1815,1
C0345,Cobalt Systems 742,Logistics,0.5544,0.3501,0.4420,0.1527,0.3125,0.1951,0.7472,1
C0346,Aster Technologies 239,D2C,0.5028,0.2084,0.7143,-0.4520,0.2653,0.2315,0.4247,0
C0347,Ember Networks 11,EdTech,0.2738,0.0108,0.4706,0.4009,0.9380,0.0000,0.0666,0
C0348,Xenon Labs 95,D2C,0.7400,0.4483,0.7325,-0.1033,0.0737,0.4087,0.7134,1
C0349,Orbit Works 815,EdTech,0.2898,0.0000,0.0000,0.3028,0.9598,0.0337,0.0000,0
C0350,Indus Digital 872,Logistics,0.5123,0.3768,0.4565,0.1088,0.1028,0.4059,0.2704,1
C0351,Sutra Systems 156,Retail Tech,0.4893,0.2038,0.1557,0.1852,0.5029,0.1112,0.2113,0
C0352,Delta Ventures 553,EdTech,0.6784,0.6165,0.6219,-0.5095,0.2335,0.5165,0.6122,1
C0353,Prism Works 94,D2C,0.6931,0.4279,0.5286,-0.2090,0.3288,0.3667,0.5926,0
C0354,Nimbus Systems 844,D2C,0.4093,0.1600,0.2949,0.1553,0.7357,0.2534,0.3305,0
C0355,Meru Analytics 506,Mobility,0.0000,0.0703,0.0384,0.0202,0.8261,0.2143,0.0000,0
C0356,Fjord Ventures 335,Logistics,0.3874,0.2887,0.4916,0.1517,0.7842,0.0011,0.1891,1
C0357,Rudra Labs 273,Retail Tech,0.6239,0.4560,0.6455,-0.2920,0.3097,0.4229,0.4641,0
C0358,Xenon Digital 780,Mobility,0.5326,0.2677,0.5659,0.2509,0.4118,0.2612,0.2661,0
C0359,Lumen Systems 310,SaaS,1.0000,0.3333,0.6450,-0.3073,0.2384,0.4843,0.6928,1
C0360,Wick Analytics 244,EdTech,0.4369,0.2993,0.2698,0.2083,0.7329,0.0599,0.2442,0
C0361,Lumen Technologies 721,D2C,0.1336,0.1085,0.1864,0.5334,0.6084,0.0000,0.2371,0
C0362,Lumen Digital 704,D2C,0.4756,0.4145,0.6394,-0.1269,0.3358,0.3591,0.5019,1
C0363,Juno Analytics 598,HealthTech,0.6986,0.2170,0.5478,-0.4891,0.6162,0.2480,0.5415,1
C0364,Xenon Networks 655,SaaS,0.1459,0.2787,0.1678,0.5762,0.8713,0.0604,0.1852,0
C0365,Helix Works 12,Logistics,0.9157,0.4655,0.5918,-0.4568,0.3811,0.3194,0.5520,1
C0366,Juno Analytics 683,Logistics,0.4439,0.2717,0.3612,0.3067,0.4041,0.0941,0.2643,0
C0367,Bodhi Ventures 988,Fintech,0.4668,0.3253,0.5913,-0.2836,0.3072,0.3358,0.5926,1
C0368,Rudra Analytics 141,D2C,0.8274,0.4761,0.5665,-0.2765,0.3786,0.3331,0.6853,1
C0369,Bodhi Technologies 71,EdTech,0.2862,0.2355,0.5136,0.1089,0.3087,0.3332,0.2815,1
C0370,Umbra Networks 178,Mobility,0.2850,0.2275,0.3572,0.3749,0.7800,0.1842,0.0508,0
C0371,Cobalt Digital 509,EdTech,0.7267,0.4925,0.7101,-0.4074,0.3650,0.4065,0.3628,1
C0372,Umbra Ventures 325,Fintech,0.4405,0.0812,0.5699,-0.7838,0.5946,0.2284,0.4031,1
C0373,Helix Analytics 842,Fintech,0.3352,0.3551,0.6383,0.0546,0.5329,0.2671,0.1970,1
C0374,Rudra Digital 256,Retail Tech,0.4477,0.2079,0.3103,-0.1824,0.8206,0.0797,0.2923,0
C0375,Delta Works 742,Logistics,0.3657,0.1979,0.2924,0.3027,0.4234,0.0386,0.3304,0
C0376,Juno Labs 154,Mobility,0.0716,0.1270,0.0000,0.4800,0.8693,0.0364,0.1727,0
C0377,Fjord Networks 927,EdTech,0.7300,0.5310,0.7757,0.1224,0.1690,0.3396,0.4074,1
C0378,Aster Digital 869,Mobility,0.1011,0.1519,0.5143,0.2631,0.6574,0.0000,0.1271,0
C0379,Indus Ventures 169,HealthTech,0.2699,0.1682,0.6588,0.2986,0.5881,0.0308,0.4172,0
C0380,Tara Digital 6,Logistics,0.4784,0.2784,0.3194,-0.2173,0.5499,0.0872,0.3516,1
C0381,Aster Works 80,Logistics,0.2288,0.0579,0.4092,0.6471,0.8815,0.1086,0.1677,0
C0382,Rudra Ventures 805,HealthTech,0.2348,0.1957,0.0226,0.1408,0.4096,0.1978,0.0000,0
C0383,Indus Systems 290,Logistics,0.0910,0.1206,0.2838,0.4353,0.5488,0.0000,0.0000,0
C0384,Kaveri Analytics 254,HealthTech,0.2167,0.3527,0.1955,0.2782,0.9282,0.1402,0.1704,0
C0385,Xenon Labs 223,Fintech,0.7888,0.2084,0.4923,0.0116,0.4352,0.3485,0.2155,0
C0386,Vega Labs 818,Retail Tech,0.3318,0.0354,0.1937,0.5884,0.6939,0.1321,0.0383,0
C0387,Xenon Networks 186,SaaS,0.6886,0.3855,0.4772,-0.0068,0.6212,0.2869,0.2661,0
C0388,Cobalt Analytics 477,SaaS,0.3323,0.1526,0.0002,0.7922,0.6607,0.1000,0.0000,0
C0389,Yama Digital 62,EdTech,0.3591,0.2929,0.5163,0.5704,0.6724,0.3644,0.1862,0
C0390,Fjord Ventures 982,Logistics,0.2780,0.2299,0.2820,-0.0144,0.6174,0.2683,0.0995,0
C0391,Kaveri Digital 322,EdTech,0.6644,0.4447,0.4895,-0.3480,0.4051,0.2649,0.2407,1
C0392,Rudra Technologies 324,EdTech,0.0510,0.0972,0.1457,0.5531,0.8453,0.0185,0.0000,0
C0393,Fjord Digital 364,Fintech,0.7988,0.3781,0.6306,-0.1713,0.2534,0.3097,0.4437,1
C0394,Meru Systems 777,Retail Tech,0.2026,0.0095,0.3430,0.6477,0.4781,0.2728,0.3061,0
C0395,Cobalt Networks 393,SaaS,0.2266,0.1145,0.5595,0.1617,0.6610,0.1892,0.1274,0
C0396,Xenon Networks 472,EdTech,0.1991,0.0765,0.2785,0.4260,0.6028,0.0324,0.2570,0
C0397,Rudra Ventures 765,Logistics,0.5805,0.1347,0.1901,0.2961,0.5872,0.0694,0.4288,0
C0398,Lumen Digital 264,Mobility,0.3110,0.2548,0.1827,0.2649,0.5569,0.1965,0.4531,0
C0399,Wick Works 563,EdTech,0.4215,0.0000,0.2270,0.2371,0.6956,0.1910,0.0000,0
C0400,Vega Analytics 32,Mobility,0.1590,0.0455,0.1256,-0.0414,0.4383,0.1808,0.1154,1
C0401,Tara Labs 117,Retail Tech,0.1650,0.0600,0.2941,0.9079,0.5669,0.0000,0.0000,0
C0402,Xenon Systems 924,Fintech,0.2928,0.1749,0.2462,0.4693,0.6431,0.2349,0.3937,0
C0403,Meru Digital 137,SaaS,0.6761,0.0809,0.2265,0.3365,0.5703,0.1571,0.4053,0
C0404,Tara Digital 666,D2C,0.5931,0.2803,0.5499,0.6552,0.6594,0.3573,0.2395,0
C0405,Fjord Systems 986,Mobility,0.5578,0.2853,0.3835,-0.1852,0.4601,0.2064,0.1455,1
C0406,Meru Labs 32,SaaS,0.3564,0.0549,0.1360,0.5150,0.6270,0.1771,0.0000,0
C0407,Tara Technologies 574,Mobility,0.4386,0.1877,0.2343,0.0180,0.8611,0.0000,0.1109,0
C0408,Prism Ventures 65,Logistics,0.8672,0.3508,0.4076,-0.6000,0.2988,0.3312,0.5849,1
C0409,Helix Systems 886,HealthTech,0.4211,0.1358,0.4984,-0.3834,0.4137,0.1306,0.2600,0
C0410,Fjord Labs 246,HealthTech,0.8634,0.4793,0.4714,-0.2551,0.2811,0.3080,0.4409,1
C0411,Cobalt Works 206,EdTech,0.3979,0.2627,0.2331,0.0753,0.7292,0.1347,0.1377,0
C0412,Nimbus Systems 256,HealthTech,0.1319,0.1064,0.3178,0.1522,0.6347,0.0738,0.1407,0
C0413,Orbit Ventures 584,D2C,0.4476,0.2872,0.3652,-0.0400,0.6791,0.2433,0.0959,0
C0414,Kaveri Digital 391,SaaS,0.2814,0.1286,0.1312,0.1269,0.9274,0.1532,0.0000,0
C0415,Orbit Labs 328,D2C,0.6988,0.3447,0.3655,-0.4296,0.5214,0.2149,0.4661,1
C0416,Ember Networks 581,Mobility,0.9144,0.3170,0.6716,-0.3821,0.3977,0.3719,0.5455,1
C0417,Orbit Ventures 448,Fintech,0.5416,0.0676,0.0812,0.3886,0.5844,0.0877,0.2540,1
C0418,Nimbus Analytics 802,HealthTech,0.1918,0.1453,0.2385,0.1793,0.5772,0.0000,0.2434,1
C0419,Wick Networks 148,Mobility,0.3789,0.0831,0.4866,0.6656,0.6325,0.2272,0.2648,0
C0420,Ember Networks 463,D2C,0.1246,0.1089,0.4469,0.2165,0.5286,0.0590,0.4095,0
C0421,Vega Digital 975,Retail Tech,0.8992,0.4827,0.7705,-0.3329,0.2577,0.2301,0.4029,1
C0422,Aster Networks 420,Logistics,0.4065,0.0246,0.1074,0.7401,0.6170,0.2746,0.2606,0
C0423,Umbra Networks 588,Retail Tech,0.5497,0.4274,0.7967,0.0756,0.2654,0.3711,0.3527,1
C0424,Zephyr Digital 715,Retail Tech,0.6801,0.2795,0.4594,0.1666,0.6677,0.0929,0.4297,0
C0425,Ember Systems 235,D2C,0.3648,0.4073,0.4674,0.2291,0.5066,0.1822,0.2832,1
C0426,Quanta Labs 883,EdTech,0.0222,0.2258,0.4630,0.0360,0.5653,0.0433,0.0808,0
C0427,Nimbus Technologies 624,D2C,0.4449,0.2373,0.7394,-0.1828,0.3221,0.1572,0.2998,0
C0428,Umbra Works 772,EdTech,0.0795,0.1154,0.0003,0.3214,0.7472,0.3368,0.0278,0
C0429,Tara Systems 680,D2C,0.4528,0.0502,0.1555,-0.0640,0.4615,0.1158,0.3693,0
C0430,Vega Works 416,Fintech,0.9378,0.5649,0.9520,-0.6295,0.0000,0.1627,0.5655,1
C0431,Indus Systems 832,SaaS,0.0000,0.1140,0.4199,0.5512,0.7657,0.0179,0.0000,0
C0432,Tara Ventures 366,EdTech,0.9956,0.4960,0.7181,-0.0776,0.1946,0.3819,0.3775,1
C0433,Kaveri Networks 67,EdTech,0.7361,0.2910,0.7793,-0.0286,0.5140,0.1987,0.3934,0
C0434,Fjord Networks 14,Mobility,0.3156,0.1698,0.1787,-0.0825,0.6335,0.1040,0.1231,0
C0435,Gala Networks 591,Fintech,0.8377,0.2626,0.6816,-0.0843,0.4480,0.2225,0.3767,1
C0436,Meru Digital 381,HealthTech,0.6868,0.4295,0.6050,0.1325,0.2222,0.4577,0.3731,1
C0437,Nimbus Networks 764,Logistics,0.0527,0.1113,0.1352,0.4460,0.8953,0.0000,0.1931,0
C0438,Ember Digital 751,Retail Tech,0.2139,0.0411,0.1034,0.2610,0.8701,0.1777,0.2429,0
C0439,Bodhi Works 980,Mobility,0.2375,0.0052,0.3347,0.7222,0.8217,0.0000,0.3259,0
C0440,Bodhi Systems 544,Mobility,0.7457,0.3673,0.7112,-0.1210,0.2132,0.3565,0.5662,1
C0441,Juno Works 124,EdTech,0.5091,0.3657,0.3338,0.0732,0.8717,0.0052,0.1574,0
C0442,Yama Analytics 759,Retail Tech,0.3725,0.1720,0.4424,0.1503,0.3749,0.2167,0.1199,0
C0443,Umbra Technologies 115,Logistics,0.3093,0.1075,0.0000,0.3693,0.6741,0.0000,0.1693,0
C0444,Lumen Labs 847,HealthTech,0.7044,0.1835,0.8133,-0.1789,0.4160,0.2126,0.2487,1
C0445,Helix Analytics 573,Fintech,0.4655,0.4420,0.7707,-0.1783,0.3000,0.2947,0.5150,1
C0446,Nimbus Works 950,Logistics,0.0000,0.1545,0.4410,0.2077,0.6144,0.1263,0.0364,0
C0447,Fjord Ventures 465,SaaS,0.2610,0.2035,0.3315,-0.1616,0.6762,0.2698,0.1465,0
C0448,Bodhi Networks 126,Logistics,0.7086,0.4066,0.7703,-0.2584,0.3886,0.4463,0.6023,1
C0449,Meru Analytics 478,Fintech,0.3233,0.1382,0.0664,0.5237,0.8383,0.1420,0.0949,0
C0450,Kaveri Networks 140,EdTech,0.8621,0.4086,0.3228,-0.6298,0.2204,0.4225,0.4203,1
C0451,Cobalt Ventures 919,Logistics,0.7144,0.4790,0.4073,-0.1273,0.2785,0.2611,0.4276,1
C0452,Ember Labs 889,Mobility,0.2895,0.0943,0.0463,0.7813,0.6890,0.0942,0.0000,0
C0453,Vega Systems 794,Logistics,0.5752,0.1569,0.3093,-0.1597,0.4971,0.1366,0.1960,0
C0454,Tara Digital 512,Fintech,0.5105,0.2619,0.8692,0.1179,0.1929,0.2790,0.2445,1
C0455,Juno Labs 280,Logistics,0.4910,0.0258,0.4219,0.1151,1.0000,0.1415,0.2476,0
C0456,Sutra Analytics 848,Mobility,0.6653,0.3301,0.5508,-0.2992,0.2591,0.3012,0.3856,1
C0457,Ember Ventures 211,EdTech,0.2707,0.3034,0.5522,0.1564,0.8721,0.2356,0.1431,0
C0458,Gala Labs 800,SaaS,0.3450,0.1129,0.2374,0.5708,0.6964,0.0095,0.2395,0
C0459,Yama Analytics 641,Logistics,0.5078,0.4298,0.7138,0.1473,0.2445,0.2415,0.1035,1
C0460,Prism Works 839,Retail Tech,0.1924,0.2363,0.2566,0.4299,0.6747,0.0000,0.1141,0
C0461,Gala Labs 902,Logistics,0.7239,0.2127,0.6897,-0.1560,0.6657,0.2177,0.3243,0
C0462,Aster Works 145,EdTech,0.0220,0.0189,0.4832,0.1044,0.7379,0.1082,0.1025,0
C0463,Vega Ventures 27,Fintech,0.0000,0.0357,0.5988,-0.0436,0.7368,0.0000,0.3426,0
C0464,Cobalt Technologies 129,D2C,0.0870,0.2109,0.3397,0.5885,0.4489,0.1632,0.0000,0
C0465,Meru Ventures 154,EdTech,0.7774,0.5337,0.7512,-0.4938,0.3745,0.3030,0.3252,1
C0466,Lumen Networks 262,HealthTech,0.6304,0.4422,0.7407,-0.4428,0.4067,0.3432,0.6080,1
C0467,Xenon Digital 613,HealthTech,0.0908,0.0000,0.3806,0.3198,0.6095,0.0000,0.0000,0
C0468,Ember Analytics 612,Retail Tech,0.2847,0.0537,0.1812,0.1781,0.7329,0.2911,0.2987,0
C0469,Juno Ventures 850,HealthTech,0.1019,0.0398,0.2870,0.3535,0.5813,0.0000,0.2716,0
C0470,Tara Systems 941,EdTech,0.1910,0.2486,0.2750,0.1817,0.5073,0.1708,0.2179,0
C0471,Helix Digital 906,HealthTech,0.7873,0.2007,0.5228,0.4470,0.5627,0.1245,0.0000,0
C0472,Lumen Works 384,Logistics,0.5041,0.2588,0.3430,-0.1435,0.3855,0.3063,0.5279,1
C0473,Delta Technologies 165,EdTech,0.6757,0.3080,0.4669,-0.4242,0.3820,0.3546,0.6637,1
C0474,Umbra Ventures 108,EdTech,0.7613,0.5594,0.6122,-0.6368,0.5152,0.3934,0.3998,1
C0475,Xenon Systems 224,Retail Tech,0.6082,0.5341,0.3651,0.2231,0.2144,0.3599,0.3409,1
C0476,Lumen Systems 766,EdTech,0.5310,0.3238,0.5981,-0.1197,0.4719,0.1726,0.4634,0
C0477,Delta Works 287,Mobility,0.4661,0.3198,0.4542,0.0984,0.7021,0.3282,0.5732,0
C0478,Aster Analytics 80,Mobility,0.7381,0.1417,0.2368,0.2350,0.4097,0.0872,0.4787,0
C0479,Tara Systems 332,Fintech,0.2880,0.4005,0.3748,0.9074,0.7297,0.0291,0.0000,0
C0480,Xenon Systems 721,Fintech,0.5827,0.0695,0.4563,0.0707,0.5324,0.1253,0.3535,0
C0481,Rudra Technologies 161,SaaS,0.5245,0.1893,0.3458,0.1136,0.6357,0.4094,0.0000,0
C0482,Fjord Networks 493,Mobility,0.3023,0.4630,0.6779,0.1958,0.2826,0.2196,0.4716,1
C0483,Helix Systems 394,EdTech,0.2435,0.2473,0.3601,0.4705,0.7835,0.0000,0.0000,0
C0484,Meru Digital 442,D2C,0.5822,0.2045,0.4689,0.6081,0.3596,0.0690,0.0081,0
C0485,Sutra Ventures 21,Retail Tech,0.3237,0.4171,0.3702,-0.5619,0.4694,0.2191,0.6650,0
C0486,Xenon Works 24,Fintech,0.3953,0.3167,0.6780,0.2730,0.5581,0.1081,0.3329,0
C0487,Delta Analytics 310,Retail Tech,0.3795,0.0726,0.2990,0.8233,0.6247,0.0000,0.0000,0
C0488,Gala Technologies 92,Fintech,0.4352,0.2740,0.2256,0.3540,0.5182,0.0706,0.3903,0
C0489,Yama Digital 855,HealthTech,0.2451,0.1305,0.4545,-0.0318,0.6870,0.0385,0.0725,0
C0490,Aster Ventures 286,D2C,0.1292,0.0000,0.3227,0.3964,0.9603,0.1135,0.0000,0
C0491,Gala Labs 146,HealthTech,0.1675,0.2024,0.1689,0.7957,0.7071,0.2288,0.2921,0
C0492,Rudra Works 840,Retail Tech,0.2424,0.2377,0.0354,0.3595,0.5890,0.0000,0.0000,0
C0493,Vega Ventures 329,D2C,0.1531,0.1502,0.1008,-0.0475,0.5353,0.0080,0.1234,0
C0494,Zephyr Digital 857,Mobility,0.4130,0.3205,0.5942,0.6605,0.7042,0.0618,0.1984,0
C0495,Quanta Digital 18,Mobility,0.1957,0.0502,0.3332,0.4947,0.7876,0.1837,0.0000,0
C0496,Sutra Labs 907,Fintech,0.9830,0.3462,0.7365,0.1200,0.0000,0.5605,0.6147,1
C0497,Meru Analytics 10,Retail Tech,0.3818,0.4455,0.3909,0.4777,0.5571,0.1851,0.2704,0
C0498,Ember Works 238,HealthTech,0.1711,0.3232,0.2266,0.3818,0.4864,0.1527,0.3103,0
