company_id,week,postings
C0144,23,8
C0144,24,5
C0144,25,9
C0144,26,8
C0145,1,48
C0145,2,36
C0145,3,36
C0145,4,35
C0145,5,54
C0145,6,45
C0145,7,39
C0145,8,45
C0145,9,28
C0145,10,15
C0145,11,42
C0145,12,36
C0145,13,43
C0145,14,35
C0145,15,45
C0145,16,48
C0145,17,43
C0145,18,42
C0145,19,36
C0145,20,28
C0145,21,37
C0145,22,14
C0145,23,45
C0145,24,38
C0145,25,28
C0145,26,41
C0146,1,17
C0146,2,35
C0146,3,27
C0146,4,33
C0146,5,37
C0146,6,32
C0146,7,37
C0146,8,29
C0146,9,40
C0146,10,37
C0146,11,29
C0146,12,42
C0146,13,33
C0146,14,40
C0146,15,29
C0146,16,36
C0146,17,41
C0146,18,27
C0146,19,34
C0146,20,37
C0146,21,35
C0146,22,27
C0146,23,39
C0146,24,27
C0146,25,25
C0146,26,33
C0147,1,20
C0147,2,13
C0147,3,22
C0147,4,21
C0147,5,12
C0147,6,18
C0147,7,25
C0147,8,20
C0147,9,28
C0147,10,21
C0147,11,13
C0147,12,17
C0147,13,14
C0147,14,20
C0147,15,24
C0147,16,12
C0147,17,21
C0147,18,17
C0147,19,13
C0147,20,6
C0147,21,21
C0147,22,16
C0147,23,17
C0147,24,19
C0147,25,17
C0147,26,17
C0148,1,20
C0148,2,16
C0148,3,12
C0148,4,15
C0148,5,15
C0148,6,15
C0148,7,17
C0148,8,11
C0148,9,11
C0148,10,11
C0148,11,19
C0148,12,9
C0148,13,11
C0148,14,11
C0148,15,10
C0148,16,15
C0148,17,13
C0148,18,13
C0148,19,11
C0148,20,9
C0148,21,20
C0148,22,15
C0148,23,13
C0148,24,13
C0148,25,21
C0148,26,15
C0149,1,42
C0149,2,48
C0149,3,51
C0149,4,62
C0149,5,47
C0149,6,39
C0149,7,39
C0149,8,35
C0149,9,55
C0149,10,44
C0149,11,40
C0149,12,53
C0149,13,55
C0149,14,42
C0149,15,40
C0149,16,46
C0149,17,31
C0149,18,48
C0149,19,49
C0149,20,45
C0149,21,49
C0149,22,43
C0149,23,45
C0149,24,54
C0149,25,44
C0149,26,55
C0150,1,30
C0150,2,25
C0150,3,21
C0150,4,17
C0150,5,25
C0150,6,31
C0150,7,22
C0150,8,29
C0150,9,25
C0150,10,30
C0150,11,6
C0150,12,12
C0150,13,10
C0150,14,10
C0150,15,13
C0150,16,11
C0150,17,15
C0150,18,12
C0150,19,15
C0150,20,18
C0150,21,12
C0150,22,10
C0150,23,8
C0150,24,15
C0150,25,19
C0150,26,10
C0151,1,14
C0151,2,31
C0151,3,21
C0151,4,30
C0151,5,22
C0151,6,21
C0151,7,26
C0151,8,25
C0151,9,34
C0151,10,25
C0151,11,29
C0151,12,33
C0151,13,23
C0151,14,31
C0151,15,35
C0151,16,38
C0151,17,28
C0151,18,27
C0151,19,20
C0151,20,12
C0151,21,9
C0151,22,8
C0151,23,7
C0151,24,5
C0151,25,3
C0151,26,6
C0152,1,28
C0152,2,32
C0152,3,32
C0152,4,33
C0152,5,23
C0152,6,18
C0152,7,24
C0152,8,34
C0152,9,24
C0152,10,30
C0152,11,38
C0152,12,24
C0152,13,29
C0152,14,16
C0152,15,33
C0152,16,25
C0152,17,38
C0152,18,23
C0152,19,27
C0152,20,21
C0152,21,24
C0152,22,20
C0152,23,25
C0152,24,32
C0152,25,18
C0152,26,22
C0153,1,51
C0153,2,57
C0153,3,44
C0153,4,48
C0153,5,58
C0153,6,56
C0153,7,33
C0153,8,55
C0153,9,53
C0153,10,52
C0153,11,48
C0153,12,50
C0153,13,47
C0153,14,42
C0153,15,52
C0153,16,46
C0153,17,42
C0153,18,28
C0153,19,23
C0153,20,30
C0153,21,24
C0153,22,23
C0153,23,19
C0153,24,22
C0153,25,26
C0153,26,18
C0154,1,51
C0154,2,57
C0154,3,60
C0154,4,83
C0154,5,51
C0154,6,69
C0154,7,63
C0154,8,57
C0154,9,52
C0154,10,54
C0154,11,69
C0154,12,72
C0154,13,78
C0154,14,57
C0154,15,46
C0154,16,72
C0154,17,71
C0154,18,78
C0154,19,49
C0154,20,81
C0154,21,68
C0154,22,86
C0154,23,66
C0154,24,81
C0154,25,62
C0154,26,88
C0155,1,28
C0155,2,26
C0155,3,26
C0155,4,23
C0155,5,27
C0155,6,30
C0155,7,24
C0155,8,21
C0155,9,22
C0155,10,31
C0155,11,28
C0155,12,32
C0155,13,33
C0155,14,15
C0155,15,22
C0155,16,23
C0155,17,20
C0155,18,17
C0155,19,20
C0155,20,20
C0155,21,20
C0155,22,26
C0155,23,24
C0155,24,28
C0155,25,25
C0155,26,16
C0156,1,22
C0156,2,25
C0156,3,28
C0156,4,33
C0156,5,29
C0156,6,25
C0156,7,27
C0156,8,31
C0156,9,29
C0156,10,31
C0156,11,24
C0156,12,31
C0156,13,24
C0156,14,26
C0156,15,25
C0156,16,11
C0156,17,13
C0156,18,15
C0156,19,15
C0156,20,18
C0156,21,4
C0156,22,7
C0156,23,18
C0156,24,17
C0156,25,22
C0156,26,13
C0157,1,38
C0157,2,29
C0157,3,31
C0157,4,31
C0157,5,23
C0157,6,29
C0157,7,30
C0157,8,29
C0157,9,23
C0157,10,27
C0157,11,21
C0157,12,33
C0157,13,28
C0157,14,37
C0157,15,33
C0157,16,26
C0157,17,29
C0157,18,25
C0157,19,22
C0157,20,36
C0157,21,37
C0157,22,29
C0157,23,17
C0157,24,32
C0157,25,27
C0157,26,22
C0158,1,24
C0158,2,27
C0158,3,18
C0158,4,19
C0158,5,9
C0158,6,15
C0158,7,25
C0158,8,32
C0158,9,9
C0158,10,23
C0158,11,18
C0158,12,26
C0158,13,16
C0158,14,23
C0158,15,17
C0158,16,18
C0158,17,29
C0158,18,33
C0158,19,13
C0158,20,23
C0158,21,20
C0158,22,23
C0158,23,25
C0158,24,19
C0158,25,15
C0158,26,20
C0159,1,33
C0159,2,29
C0159,3,33
C0159,4,28
C0159,5,31
C0159,6,14
C0159,7,31
C0159,8,19
C0159,9,24
C0159,10,38
C0159,11,26
C0159,12,25
C0159,13,36
C0159,14,32
C0159,15,26
C0159,16,32
C0159,17,16
C0159,18,32
C0159,19,24
C0159,20,38
C0159,21,39
C0159,22,32
C0159,23,35
C0159,24,37
C0159,25,34
C0159,26,29
C0160,1,21
C0160,2,15
C0160,3,25
C0160,4,27
C0160,5,25
C0160,6,18
C0160,7,15
C0160,8,34
C0160,9,20
C0160,10,20
C0160,11,27
C0160,12,24
C0160,13,13
C0160,14,19
C0160,15,20
C0160,16,17
C0160,17,15
C0160,18,26
C0160,19,21
C0160,20,21
C0160,21,21
C0160,22,13
C0160,23,13
C0160,24,8
C0160,25,13
C0160,26,11
C0161,1,31
C0161,2,38
C0161,3,31
C0161,4,40
C0161,5,58
C0161,6,20
C0161,7,44
C0161,8,22
C0161,9,34
C0161,10,32
C0161,11,44
C0161,12,40
C0161,13,36
C0161,14,40
C0161,15,27
C0161,16,41
C0161,17,35
C0161,18,23
C0161,19,44
C0161,20,45
C0161,21,42
C0161,22,34
C0161,23,34
C0161,24,26
C0161,25,31
C0161,26,45
C0162,1,26
C0162,2,28
C0162,3,44
C0162,4,25
C0162,5,37
C0162,6,24
C0162,7,43
C0162,8,36
C0162,9,46
C0162,10,42
C0162,11,55
C0162,12,34
C0162,13,21
C0162,14,38
C0162,15,43
C0162,16,31
C0162,17,27
C0162,18,28
C0162,19,37
C0162,20,43
C0162,21,29
C0162,22,27
C0162,23,31
C0162,24,30
C0162,25,35
C0162,26,27
C0163,1,24
C0163,2,22
C0163,3,12
C0163,4,20
C0163,5,27
C0163,6,21
C0163,7,17
C0163,8,28
C0163,9,24
C0163,10,16
C0163,11,19
C0163,12,20
C0163,13,17
C0163,14,27
C0163,15,19
C0163,16,23
C0163,17,32
C0163,18,19
C0163,19,17
C0163,20,23
C0163,21,20
C0163,22,21
C0163,23,18
C0163,24,14
C0163,25,21
C0163,26,16
C0164,1,30
C0164,2,42
C0164,3,27
C0164,4,30
C0164,5,19
C0164,6,35
C0164,7,36
C0164,8,45
C0164,9,37
C0164,10,43
C0164,11,25
C0164,12,44
C0164,13,43
C0164,14,41
C0164,15,38
C0164,16,29
C0164,17,44
C0164,18,33
C0164,19,35
C0164,20,36
C0164,21,29
C0164,22,40
C0164,23,37
C0164,24,33
C0164,25,28
C0164,26,34
C0165,1,34
C0165,2,34
C0165,3,31
C0165,4,25
C0165,5,12
C0165,6,18
C0165,7,18
C0165,8,29
C0165,9,34
C0165,10,32
C0165,11,0
C0165,12,21
C0165,13,9
C0165,14,7
C0165,15,12
C0165,16,12
C0165,17,8
C0165,18,3
C0165,19,6
C0165,20,9
C0165,21,9
C0165,22,7
C0165,23,13
C0165,24,4
C0165,25,9
C0165,26,10
C0166,1,67
C0166,2,74
C0166,3,51
C0166,4,77
C0166,5,74
C0166,6,92
C0166,7,83
C0166,8,87
C0166,9,86
C0166,10,76
C0166,11,86
C0166,12,91
C0166,13,96
C0166,14,60
C0166,15,77
C0166,16,79
C0166,17,49
C0166,18,21
C0166,19,18
C0166,20,18
C0166,21,19
C0166,22,24
C0166,23,23
C0166,24,16
C0166,25,23
C0166,26,21
C0167,1,55
C0167,2,66
C0167,3,79
C0167,4,72
C0167,5,63
C0167,6,57
C0167,7,64
C0167,8,55
C0167,9,82
C0167,10,76
C0167,11,65
C0167,12,83
C0167,13,62
C0167,14,56
C0167,15,43
C0167,16,58
C0167,17,47
C0167,18,52
C0167,19,67
C0167,20,65
C0167,21,54
C0167,22,57
C0167,23,60
C0167,24,64
C0167,25,67
C0167,26,62
C0168,1,18
C0168,2,18
C0168,3,19
C0168,4,21
C0168,5,17
C0168,6,18
C0168,7,16
C0168,8,30
C0168,9,19
C0168,10,18
C0168,11,26
C0168,12,16
C0168,13,21
C0168,14,18
C0168,15,6
C0168,16,12
C0168,17,10
C0168,18,7
C0168,19,12
C0168,20,12
C0168,21,14
C0168,22,18
C0168,23,16
C0168,24,12
C0168,25,8
C0168,26,11
C0169,1,57
C0169,2,66
C0169,3,62
C0169,4,73
C0169,5,53
C0169,6,56
C0169,7,52
C0169,8,78
C0169,9,49
C0169,10,46
C0169,11,69
C0169,12,61
C0169,13,51
C0169,14,52
C0169,15,51
C0169,16,69
C0169,17,55
C0169,18,66
C0169,19,78
C0169,20,60
C0169,21,62
C0169,22,67
C0169,23,67
C0169,24,65
C0169,25,68
C0169,26,65
C0170,1,36
C0170,2,33
C0170,3,25
C0170,4,33
C0170,5,31
C0170,6,29
C0170,7,33
C0170,8,21
C0170,9,24
C0170,10,38
C0170,11,31
C0170,12,20
C0170,13,43
C0170,14,44
C0170,15,33
C0170,16,28
C0170,17,31
C0170,18,32
C0170,19,30
C0170,20,29
C0170,21,34
C0170,22,25
C0170,23,30
C0170,24,30
C0170,25,26
C0170,26,31
C0171,1,28
C0171,2,31
C0171,3,31
C0171,4,29
C0171,5,29
C0171,6,25
C0171,7,16
C0171,8,31
C0171,9,32
C0171,10,31
C0171,11,34
C0171,12,27
C0171,13,28
C0171,14,31
C0171,15,36
C0171,16,22
C0171,17,17
C0171,18,12
C0171,19,15
C0171,20,11
C0171,21,16
C0171,22,9
C0171,23,10
C0171,24,19
C0171,25,16
C0171,26,19
C0172,1,12
C0172,2,25
C0172,3,28
C0172,4,23
C0172,5,24
C0172,6,42
C0172,7,23
C0172,8,41
C0172,9,41
C0172,10,32
C0172,11,30
C0172,12,36
C0172,13,19
C0172,14,26
C0172,15,24
C0172,16,26
C0172,17,19
C0172,18,28
C0172,19,20
C0172,20,23
C0172,21,22
C0172,22,23
C0172,23,33
C0172,24,25
C0172,25,25
C0172,26,25
C0173,1,36
C0173,2,32
C0173,3,18
C0173,4,25
C0173,5,21
C0173,6,32
C0173,7,27
C0173,8,30
C0173,9,32
C0173,10,18
C0173,11,31
C0173,12,43
C0173,13,35
C0173,14,43
C0173,15,12
C0173,16,24
C0173,17,30
C0173,18,18
C0173,19,36
C0173,20,34
C0173,21,22
C0173,22,34
C0173,23,34
C0173,24,22
C0173,25,18
C0173,26,25
C0174,1,121
C0174,2,91
C0174,3,102
C0174,4,97
C0174,5,112
C0174,6,114
C0174,7,88
C0174,8,108
C0174,9,88
C0174,10,114
C0174,11,116
C0174,12,117
C0174,13,108
C0174,14,70
C0174,15,35
C0174,16,39
C0174,17,50
C0174,18,38
C0174,19,40
C0174,20,35
C0174,21,37
C0174,22,31
C0174,23,45
C0174,24,33
C0174,25,37
C0174,26,35
C0175,1,26
C0175,2,31
C0175,3,23
C0175,4,30
C0175,5,34
C0175,6,22
C0175,7,22
C0175,8,17
C0175,9,32
C0175,10,22
C0175,11,30
C0175,12,26
C0175,13,13
C0175,14,10
C0175,15,13
C0175,16,12
C0175,17,5
C0175,18,17
C0175,19,11
C0175,20,11
C0175,21,13
C0175,22,14
C0175,23,9
C0175,24,13
C0175,25,4
C0175,26,14
C0176,1,59
C0176,2,64
C0176,3,79
C0176,4,73
C0176,5,50
C0176,6,63
C0176,7,68
C0176,8,60
C0176,9,73
C0176,10,71
C0176,11,71
C0176,12,83
C0176,13,59
C0176,14,74
C0176,15,69
C0176,16,69
C0176,17,65
C0176,18,45
C0176,19,48
C0176,20,23
C0176,21,27
C0176,22,28
C0176,23,27
C0176,24,17
C0176,25,28
C0176,26,21
C0177,1,26
C0177,2,19
C0177,3,30
C0177,4,31
C0177,5,32
C0177,6,23
C0177,7,24
C0177,8,19
C0177,9,25
C0177,10,25
C0177,11,27
C0177,12,27
C0177,13,20
C0177,14,19
C0177,15,27
C0177,16,24
C0177,17,13
C0177,18,20
C0177,19,22
C0177,20,15
C0177,21,16
C0177,22,14
C0177,23,13
C0177,24,15
C0177,25,19
C0177,26,28
C0178,1,53
C0178,2,54
C0178,3,57
C0178,4,49
C0178,5,58
C0178,6,70
C0178,7,52
C0178,8,55
C0178,9,49
C0178,10,51
C0178,11,41
C0178,12,33
C0178,13,36
C0178,14,34
C0178,15,26
C0178,16,50
C0178,17,33
C0178,18,16
C0178,19,27
C0178,20,33
C0178,21,28
C0178,22,37
C0178,23,40
C0178,24,40
C0178,25,26
C0178,26,45
C0179,1,42
C0179,2,55
C0179,3,47
C0179,4,44
C0179,5,42
C0179,6,34
C0179,7,47
C0179,8,71
C0179,9,30
C0179,10,33
C0179,11,23
C0179,12,27
C0179,13,27
C0179,14,17
C0179,15,17
C0179,16,13
C0179,17,22
C0179,18,10
C0179,19,21
C0179,20,13
C0179,21,14
C0179,22,18
C0179,23,16
C0179,24,19
C0179,25,13
C0179,26,15
C0180,1,52
C0180,2,56
C0180,3,38
C0180,4,74
C0180,5,37
C0180,6,50
C0180,7,43
C0180,8,50
C0180,9,53
C0180,10,50
C0180,11,37
C0180,12,51
C0180,13,48
C0180,14,50
C0180,15,42
C0180,16,37
C0180,17,41
C0180,18,26
C0180,19,16
C0180,20,24
C0180,21,32
C0180,22,25
C0180,23,29
C0180,24,19
C0180,25,20
C0180,26,29
C0181,1,43
C0181,2,31
C0181,3,39
C0181,4,28
C0181,5,39
C0181,6,33
C0181,7,34
C0181,8,27
C0181,9,42
C0181,10,44
C0181,11,41
C0181,12,26
C0181,13,41
C0181,14,26
C0181,15,51
C0181,16,38
C0181,17,44
C0181,18,33
C0181,19,32
C0181,20,48
C0181,21,34
C0181,22,32
C0181,23,33
C0181,24,16
C0181,25,50
C0181,26,32
C0182,1,44
C0182,2,48
C0182,3,33
C0182,4,38
C0182,5,46
C0182,6,30
C0182,7,34
C0182,8,41
C0182,9,27
C0182,10,28
C0182,11,53
C0182,12,20
C0182,13,40
C0182,14,35
C0182,15,33
C0182,16,26
C0182,17,22
C0182,18,26
C0182,19,23
C0182,20,10
C0182,21,27
C0182,22,26
C0182,23,21
C0182,24,22
C0182,25,21
C0182,26,28
C0183,1,40
C0183,2,58
C0183,3,43
C0183,4,48
C0183,5,45
C0183,6,27
C0183,7,35
C0183,8,37
C0183,9,26
C0183,10,24
C0183,11,46
C0183,12,52
C0183,13,31
C0183,14,38
C0183,15,49
C0183,16,46
C0183,17,28
C0183,18,38
C0183,19,37
C0183,20,19
C0183,21,24
C0183,22,20
C0183,23,10
C0183,24,19
C0183,25,24
C0183,26,25
C0184,1,47
C0184,2,42
C0184,3,48
C0184,4,43
C0184,5,48
C0184,6,49
C0184,7,46
C0184,8,48
C0184,9,55
C0184,10,31
C0184,11,46
C0184,12,49
C0184,13,48
C0184,14,38
C0184,15,35
C0184,16,47
C0184,17,48
C0184,18,54
C0184,19,55
C0184,20,39
C0184,21,42
C0184,22,48
C0184,23,42
C0184,24,63
C0184,25,41
C0184,26,38
C0185,1,21
C0185,2,32
C0185,3,17
C0185,4,24
C0185,5,20
C0185,6,25
C0185,7,27
C0185,8,31
C0185,9,27
C0185,10,20
C0185,11,17
C0185,12,28
C0185,13,23
C0185,14,18
C0185,15,27
C0185,16,10
C0185,17,11
C0185,18,22
C0185,19,11
C0185,20,20
C0185,21,17
C0185,22,8
C0185,23,8
C0185,24,8
C0185,25,8
C0185,26,9
C0186,1,21
C0186,2,16
C0186,3,26
C0186,4,32
C0186,5,23
C0186,6,28
C0186,7,29
C0186,8,26
C0186,9,25
C0186,10,28
C0186,11,16
C0186,12,21
C0186,13,34
C0186,14,21
C0186,15,21
C0186,16,17
C0186,17,19
C0186,18,17
C0186,19,14
C0186,20,28
C0186,21,24
C0186,22,25
C0186,23,22
C0186,24,24
C0186,25,23
C0186,26,26
C0187,1,73
C0187,2,67
C0187,3,56
C0187,4,59
C0187,5,51
C0187,6,83
C0187,7,46
C0187,8,59
C0187,9,73
C0187,10,50
C0187,11,62
C0187,12,57
C0187,13,61
C0187,14,75
C0187,15,62
C0187,16,50
C0187,17,27
C0187,18,5
C0187,19,9
C0187,20,10
C0187,21,8
C0187,22,3
C0187,23,10
C0187,24,5
C0187,25,14
C0187,26,9
C0188,1,56
C0188,2,52
C0188,3,43
C0188,4,38
C0188,5,48
C0188,6,40
C0188,7,36
C0188,8,33
C0188,9,45
C0188,10,43
C0188,11,41
C0188,12,46
C0188,13,42
C0188,14,39
C0188,15,40
C0188,16,53
C0188,17,25
C0188,18,24
C0188,19,17
C0188,20,11
C0188,21,12
C0188,22,27
C0188,23,15
C0188,24,10
C0188,25,18
C0188,26,15
C0189,1,26
C0189,2,36
C0189,3,28
C0189,4,38
C0189,5,30
C0189,6,33
C0189,7,21
C0189,8,42
C0189,9,33
C0189,10,36
C0189,11,34
C0189,12,36
C0189,13,19
C0189,14,13
C0189,15,18
C0189,16,18
C0189,17,17
C0189,18,19
C0189,19,24
C0189,20,23
C0189,21,14
C0189,22,15
C0189,23,13
C0189,24,16
C0189,25,22
C0189,26,12
C0190,1,40
C0190,2,38
C0190,3,39
C0190,4,34
C0190,5,44
C0190,6,37
C0190,7,34
C0190,8,40
C0190,9,36
C0190,10,39
C0190,11,31
C0190,12,24
C0190,13,21
C0190,14,27
C0190,15,26
C0190,16,24
C0190,17,23
C0190,18,21
C0190,19,17
C0190,20,6
C0190,21,17
C0190,22,9
C0190,23,8
C0190,24,9
C0190,25,11
C0190,26,11
C0191,1,42
C0191,2,28
C0191,3,41
C0191,4,42
C0191,5,36
C0191,6,47
C0191,7,42
C0191,8,35
C0191,9,36
C0191,10,31
C0191,11,45
C0191,12,33
C0191,13,50
C0191,14,33
C0191,15,30
C0191,16,23
C0191,17,19
C0191,18,41
C0191,19,31
C0191,20,35
C0191,21,30
C0191,22,23
C0191,23,30
C0191,24,41
C0191,25,42
C0191,26,36
C0192,1,44
C0192,2,41
C0192,3,49
C0192,4,31
C0192,5,21
C0192,6,39
C0192,7,23
C0192,8,33
C0192,9,39
C0192,10,35
C0192,11,39
C0192,12,32
C0192,13,44
C0192,14,36
C0192,15,56
C0192,16,42
C0192,17,39
C0192,18,50
C0192,19,33
C0192,20,10
C0192,21,14
C0192,22,4
C0192,23,12
C0192,24,6
C0192,25,10
C0192,26,11
C0193,1,29
C0193,2,44
C0193,3,33
C0193,4,37
C0193,5,31
C0193,6,30
C0193,7,34
C0193,8,29
C0193,9,32
C0193,10,23
C0193,11,33
C0193,12,46
C0193,13,32
C0193,14,41
C0193,15,43
C0193,16,29
C0193,17,29
C0193,18,30
C0193,19,13
C0193,20,11
C0193,21,23
C0193,22,13
C0193,23,14
C0193,24,16
C0193,25,11
C0193,26,26
C0194,1,50
C0194,2,61
C0194,3,39
C0194,4,51
C0194,5,48
C0194,6,44
C0194,7,67
C0194,8,50
C0194,9,49
C0194,10,48
C0194,11,47
C0194,12,47
C0194,13,48
C0194,14,36
C0194,15,51
C0194,16,41
C0194,17,38
C0194,18,28
C0194,19,45
C0194,20,37
C0194,21,48
C0194,22,51
C0194,23,50
C0194,24,38
C0194,25,35
C0194,26,58
C0195,1,14
C0195,2,17
C0195,3,11
C0195,4,17
C0195,5,15
C0195,6,24
C0195,7,8
C0195,8,15
C0195,9,8
C0195,10,12
C0195,11,24
C0195,12,17
C0195,13,22
C0195,14,18
C0195,15,20
C0195,16,27
C0195,17,20
C0195,18,18
C0195,19,19
C0195,20,13
C0195,21,17
C0195,22,6
C0195,23,22
C0195,24,19
C0195,25,19
C0195,26,11
C0196,1,98
C0196,2,79
C0196,3,86
C0196,4,102
C0196,5,105
C0196,6,107
C0196,7,123
C0196,8,78
C0196,9,93
C0196,10,104
C0196,11,95
C0196,12,100
C0196,13,100
C0196,14,114
C0196,15,101
C0196,16,118
C0196,17,115
C0196,18,86
C0196,19,67
C0196,20,85
C0196,21,118
C0196,22,102
C0196,23,102
C0196,24,96
C0196,25,105
C0196,26,106
C0197,1,47
C0197,2,31
C0197,3,34
C0197,4,34
C0197,5,39
C0197,6,42
C0197,7,43
C0197,8,37
C0197,9,38
C0197,10,33
C0197,11,29
C0197,12,48
C0197,13,51
C0197,14,54
C0197,15,35
C0197,16,29
C0197,17,35
C0197,18,40
C0197,19,37
C0197,20,39
C0197,21,37
C0197,22,46
C0197,23,40
C0197,24,36
C0197,25,37
C0197,26,49
C0198,1,19
C0198,2,17
C0198,3,29
C0198,4,30
C0198,5,27
C0198,6,21
C0198,7,19
C0198,8,31
C0198,9,10
C0198,10,29
C0198,11,23
C0198,12,24
C0198,13,39
C0198,14,30
C0198,15,27
C0198,16,25
C0198,17,18
C0198,18,19
C0198,19,16
C0198,20,25
C0198,21,18
C0198,22,25
C0198,23,23
C0198,24,29
C0198,25,26
C0198,26,24
C0199,1,46
C0199,2,48
C0199,3,44
C0199,4,57
C0199,5,52
C0199,6,64
C0199,7,52
C0199,8,66
C0199,9,69
C0199,10,49
C0199,11,39
C0199,12,38
C0199,13,10
C0199,14,8
C0199,15,7
C0199,16,9
C0199,17,12
C0199,18,15
C0199,19,9
C0199,20,16
C0199,21,16
C0199,22,17
C0199,23,16
C0199,24,12
C0199,25,16
C0199,26,18
C0200,1,38
C0200,2,19
C0200,3,32
C0200,4,21
C0200,5,25
C0200,6,19
C0200,7,26
C0200,8,16
C0200,9,24
C0200,10,16
C0200,11,16
C0200,12,19
C0200,13,22
C0200,14,25
C0200,15,32
C0200,16,25
C0200,17,22
C0200,18,19
C0200,19,23
C0200,20,28
C0200,21,24
C0200,22,20
C0200,23,25
C0200,24,20
C0200,25,22
C0200,26,24
C0201,1,25
C0201,2,26
C0201,3,13
C0201,4,24
C0201,5,21
C0201,6,20
C0201,7,17
C0201,8,11
C0201,9,24
C0201,10,22
C0201,11,20
C0201,12,15
C0201,13,24
C0201,14,28
C0201,15,25
C0201,16,15
C0201,17,28
C0201,18,19
C0201,19,21
C0201,20,28
C0201,21,23
C0201,22,18
C0201,23,23
C0201,24,26
C0201,25,17
C0201,26,21
C0202,1,42
C0202,2,30
C0202,3,28
C0202,4,38
C0202,5,41
C0202,6,42
C0202,7,39
C0202,8,21
C0202,9,24
C0202,10,26
C0202,11,37
C0202,12,29
C0202,13,28
C0202,14,32
C0202,15,13
C0202,16,22
C0202,17,15
C0202,18,25
C0202,19,11
C0202,20,23
C0202,21,15
C0202,22,20
C0202,23,24
C0202,24,20
C0202,25,20
C0202,26,25
C0203,1,86
C0203,2,79
C0203,3,73
C0203,4,76
C0203,5,91
C0203,6,63
C0203,7,84
C0203,8,71
C0203,9,81
C0203,10,72
C0203,11,77
C0203,12,82
C0203,13,94
C0203,14,78
C0203,15,73
C0203,16,89
C0203,17,83
C0203,18,85
C0203,19,67
C0203,20,69
C0203,21,53
C0203,22,40
C0203,23,30
C0203,24,66
C0203,25,46
C0203,26,30
C0204,1,18
C0204,2,12
C0204,3,15
C0204,4,21
C0204,5,14
C0204,6,20
C0204,7,25
C0204,8,15
C0204,9,11
C0204,10,17
C0204,11,13
C0204,12,23
C0204,13,22
C0204,14,23
C0204,15,20
C0204,16,24
C0204,17,16
C0204,18,12
C0204,19,18
C0204,20,23
C0204,21,28
C0204,22,13
C0204,23,16
C0204,24,8
C0204,25,21
C0204,26,22
C0205,1,26
C0205,2,16
C0205,3,23
C0205,4,20
C0205,5,18
C0205,6,20
C0205,7,18
C0205,8,16
C0205,9,10
C0205,10,10
C0205,11,24
C0205,12,10
C0205,13,35
C0205,14,12
C0205,15,15
C0205,16,15
C0205,17,9
C0205,18,21
C0205,19,19
C0205,20,10
C0205,21,20
C0205,22,19
C0205,23,21
C0205,24,17
C0205,25,18
C0205,26,9
C0206,1,31
C0206,2,29
C0206,3,33
C0206,4,25
C0206,5,26
C0206,6,29
C0206,7,29
C0206,8,25
C0206,9,35
C0206,10,20
C0206,11,33
C0206,12,40
C0206,13,19
C0206,14,31
C0206,15,32
C0206,16,28
C0206,17,32
C0206,18,26
C0206,19,29
C0206,20,31
C0206,21,38
C0206,22,37
C0206,23,33
C0206,24,35
C0206,25,26
C0206,26,28
C0207,1,13
C0207,2,21
C0207,3,18
C0207,4,28
C0207,5,14
C0207,6,20
C0207,7,21
C0207,8,15
C0207,9,15
C0207,10,20
C0207,11,13
C0207,12,8
C0207,13,12
C0207,14,14
C0207,15,13
C0207,16,23
C0207,17,17
C0207,18,14
C0207,19,16
C0207,20,11
C0207,21,12
C0207,22,14
C0207,23,10
C0207,24,10
C0207,25,7
C0207,26,8
C0208,1,97
C0208,2,83
C0208,3,73
C0208,4,96
C0208,5,91
C0208,6,93
C0208,7,99
C0208,8,80
C0208,9,92
C0208,10,105
C0208,11,85
C0208,12,75
C0208,13,95
C0208,14,90
C0208,15,96
C0208,16,96
C0208,17,72
C0208,18,104
C0208,19,85
C0208,20,80
C0208,21,84
C0208,22,96
C0208,23,94
C0208,24,77
C0208,25,93
C0208,26,98
C0209,1,41
C0209,2,51
C0209,3,52
C0209,4,60
C0209,5,52
C0209,6,45
C0209,7,56
C0209,8,49
C0209,9,57
C0209,10,46
C0209,11,67
C0209,12,52
C0209,13,53
C0209,14,40
C0209,15,50
C0209,16,49
C0209,17,44
C0209,18,48
C0209,19,47
C0209,20,55
C0209,21,58
C0209,22,53
C0209,23,45
C0209,24,46
C0209,25,62
C0209,26,58
C0210,1,38
C0210,2,42
C0210,3,42
C0210,4,38
C0210,5,46
C0210,6,50
C0210,7,35
C0210,8,48
C0210,9,50
C0210,10,17
C0210,11,17
C0210,12,5
C0210,13,12
C0210,14,18
C0210,15,17
C0210,16,14
C0210,17,10
C0210,18,8
C0210,19,7
C0210,20,11
C0210,21,6
C0210,22,16
C0210,23,19
C0210,24,9
C0210,25,5
C0210,26,10
C0211,1,59
C0211,2,58
C0211,3,63
C0211,4,73
C0211,5,62
C0211,6,71
C0211,7,59
C0211,8,53
C0211,9,59
C0211,10,48
C0211,11,63
C0211,12,55
C0211,13,60
C0211,14,56
C0211,15,57
C0211,16,66
C0211,17,63
C0211,18,66
C0211,19,71
C0211,20,73
C0211,21,83
C0211,22,67
C0211,23,51
C0211,24,59
C0211,25,60
C0211,26,79
C0212,1,33
C0212,2,31
